method,keep,mask_p,sampling,cs_type,n,r_hat,radius,lcb_f,ucb_f
random,512,0.1,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
random,512,0.1,iid,betting,100,0.0,0.031154632568359375,0.9376907348632812,1.0
random,512,0.1,iid,betting,200,0.0,0.01541900634765625,0.9691619873046875,1.0
random,512,0.1,iid,betting,500,0.0,0.006130218505859375,0.9877395629882812,1.0
random,512,0.1,iid,betting,1000,0.0,0.00305938720703125,0.9938812255859375,1.0
random,512,0.1,iid,betting,2000,0.0,0.001529693603515625,0.9969406127929688,1.0
random,512,0.1,iid,betting,5000,0.0,0.000614166259765625,0.9987716674804688,1.0
random,512,0.1,iid,betting,10000,0.0,0.0,1.0,1.0
random,512,0.1,adaptive,hoeffding,50,0.0,0.49509071045660724,0.5049092895433928,1.0
random,512,0.1,adaptive,hoeffding,100,0.0,0.3697340484969811,0.6302659515030189,1.0
random,512,0.1,adaptive,hoeffding,200,0.0,0.274635328613893,0.725364671386107,1.0
random,512,0.1,adaptive,hoeffding,500,0.0,0.18414610411317237,0.8158538958868277,1.0
random,512,0.1,adaptive,hoeffding,1000,0.0,0.13553405443948416,0.8644659455605158,1.0
random,512,0.1,adaptive,hoeffding,2000,0.0,0.09945869996028617,0.9005413000397138,1.0
random,512,0.1,adaptive,hoeffding,5000,0.0,0.06580888554144937,0.9341911144585506,1.0
random,512,0.1,adaptive,hoeffding,10000,0.0,0.04802981695136191,0.9519701830486381,1.0
random,512,0.1,adaptive,betting,50,0.0,0.09090423583984375,0.8181915283203125,1.0
random,512,0.1,adaptive,betting,100,0.0,0.044506617954799106,0.9109867640904018,1.0
random,512,0.1,adaptive,betting,200,0.0,0.022027151925223216,0.9559456961495536,1.0
random,512,0.1,adaptive,betting,500,0.0,0.008757455008370536,0.9824850899832589,1.0
random,512,0.1,adaptive,betting,1000,0.0,0.004370553152901786,0.9912588936941964,1.0
random,512,0.1,adaptive,betting,2000,0.0,0.002185276576450893,0.9956294468470982,1.0
random,512,0.1,adaptive,betting,5000,0.0,0.00087738037109375,0.9982452392578125,1.0
random,512,0.1,adaptive,betting,10000,0.0,0.0,1.0,1.0
random,512,0.2,iid,hoeffding,50,0.0,0.34656349731962505,0.653436502680375,1.0
random,512,0.2,iid,hoeffding,100,0.0,0.25881383394788676,0.7411861660521133,1.0
random,512,0.2,iid,hoeffding,200,0.0,0.19224473002972509,0.8077552699702749,1.0
random,512,0.2,iid,hoeffding,500,0.0,0.12890227287922065,0.8710977271207794,1.0
random,512,0.2,iid,hoeffding,1000,0.0,0.09487383810763891,0.9051261618923611,1.0
random,512,0.2,iid,hoeffding,2000,0.0,0.06962108997220032,0.9303789100277997,1.0
random,512,0.2,iid,hoeffding,5000,0.0,0.046066219879014554,0.9539337801209854,1.0
random,512,0.2,iid,hoeffding,10000,0.0,0.03362087186595333,0.9663791281340467,1.0
random,512,0.2,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
random,512,0.2,iid,betting,100,0.0,0.031154632568359375,0.9376907348632812,1.0
random,512,0.2,iid,betting,200,0.0,0.01541900634765625,0.9691619873046875,1.0
random,512,0.2,iid,betting,500,0.0,0.006130218505859375,0.9877395629882812,1.0
random,512,0.2,iid,betting,1000,0.0,0.00305938720703125,0.9938812255859375,1.0
random,512,0.2,iid,betting,2000,0.0,0.001529693603515625,0.9969406127929688,1.0
random,512,0.2,iid,betting,5000,0.0,0.000614166259765625,0.9987716674804688,1.0
random,512,0.2,iid,betting,10000,0.0,0.0,1.0,1.0
random,512,0.2,adaptive,hoeffding,50,0.0,0.49509071045660724,0.5049092895433928,1.0
random,512,0.2,adaptive,hoeffding,100,0.0,0.3697340484969811,0.6302659515030189,1.0
random,512,0.2,adaptive,hoeffding,200,0.0,0.274635328613893,0.725364671386107,1.0
random,512,0.2,adaptive,hoeffding,500,0.0,0.18414610411317237,0.8158538958868277,1.0
random,512,0.2,adaptive,hoeffding,1000,0.0,0.13553405443948416,0.8644659455605158,1.0
random,512,0.2,adaptive,hoeffding,2000,0.0,0.09945869996028617,0.9005413000397138,1.0
random,512,0.2,adaptive,hoeffding,5000,0.0,0.06580888554144937,0.9341911144585506,1.0
random,512,0.2,adaptive,hoeffding,10000,0.0,0.04802981695136191,0.9519701830486381,1.0
random,512,0.2,adaptive,betting,50,0.0,0.09090423583984375,0.8181915283203125,1.0
random,512,0.2,adaptive,betting,100,0.0,0.044506617954799106,0.9109867640904018,1.0
random,512,0.2,adaptive,betting,200,0.0,0.022027151925223216,0.9559456961495536,1.0
random,512,0.2,adaptive,betting,500,0.0,0.008757455008370536,0.9824850899832589,1.0
random,512,0.2,adaptive,betting,1000,0.0,0.004370553152901786,0.9912588936941964,1.0
random,512,0.2,adaptive,betting,2000,0.0,0.002185276576450893,0.9956294468470982,1.0
random,512,0.2,adaptive,betting,5000,0.0,0.00087738037109375,0.9982452392578125,1.0
random,512,0.2,adaptive,betting,10000,0.0,0.0,1.0,1.0
random,512,0.5,iid,hoeffding,50,0.0,0.34656349731962505,0.653436502680375,1.0
random,512,0.5,iid,hoeffding,100,0.0,0.25881383394788676,0.7411861660521133,1.0
random,512,0.5,iid,hoeffding,200,0.0,0.19224473002972509,0.8077552699702749,1.0
random,512,0.5,iid,hoeffding,500,0.0,0.12890227287922065,0.8710977271207794,1.0
random,512,0.5,iid,hoeffding,1000,0.0,0.09487383810763891,0.9051261618923611,1.0
random,512,0.5,iid,hoeffding,2000,0.0,0.06962108997220032,0.9303789100277997,1.0
random,512,0.5,iid,hoeffding,5000,0.0,0.046066219879014554,0.9539337801209854,1.0
random,512,0.5,iid,hoeffding,10000,0.0,0.03362087186595333,0.9663791281340467,1.0
random,512,0.5,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
random,512,0.5,iid,betting,100,0.0,0.031154632568359375,0.9376907348632812,1.0
random,512,0.5,iid,betting,200,0.0,0.01541900634765625,0.9691619873046875,1.0
random,512,0.5,iid,betting,500,0.0,0.006130218505859375,0.9877395629882812,1.0
random,512,0.5,iid,betting,1000,0.0,0.00305938720703125,0.9938812255859375,1.0
random,512,0.5,iid,betting,2000,0.0,0.001529693603515625,0.9969406127929688,1.0
random,512,0.5,iid,betting,5000,0.0,0.000614166259765625,0.9987716674804688,1.0
random,512,0.5,iid,betting,10000,0.0,0.0,1.0,1.0
random,512,0.5,adaptive,hoeffding,50,0.0,0.49509071045660724,0.5049092895433928,1.0
random,512,0.5,adaptive,hoeffding,100,0.0,0.3697340484969811,0.6302659515030189,1.0
random,512,0.5,adaptive,hoeffding,200,0.0,0.274635328613893,0.725364671386107,1.0
random,512,0.5,adaptive,hoeffding,500,0.0,0.18414610411317237,0.8158538958868277,1.0
random,512,0.5,adaptive,hoeffding,1000,0.0,0.13553405443948416,0.8644659455605158,1.0
random,512,0.5,adaptive,hoeffding,2000,0.0,0.09945869996028617,0.9005413000397138,1.0
random,512,0.5,adaptive,hoeffding,5000,0.0,0.06580888554144937,0.9341911144585506,1.0
random,512,0.5,adaptive,hoeffding,10000,0.0,0.04802981695136191,0.9519701830486381,1.0
random,512,0.5,adaptive,betting,50,0.0,0.09090423583984375,0.8181915283203125,1.0
random,512,0.5,adaptive,betting,100,0.0,0.044506617954799106,0.9109867640904018,1.0
random,512,0.5,adaptive,betting,200,0.0,0.022027151925223216,0.9559456961495536,1.0
random,512,0.5,adaptive,betting,500,0.0,0.008757455008370536,0.9824850899832589,1.0
random,512,0.5,adaptive,betting,1000,0.0,0.004370553152901786,0.9912588936941964,1.0
random,512,0.5,adaptive,betting,2000,0.0,0.002185276576450893,0.9956294468470982,1.0
random,512,0.5,adaptive,betting,5000,0.0,0.00087738037109375,0.9982452392578125,1.0
random,512,0.5,adaptive,betting,10000,0.0,0.0,1.0,1.0
random,384,0.1,iid,hoeffding,50,0.0,0.34656349731962505,0.653436502680375,1.0
random,384,0.1,iid,hoeffding,100,0.01,0.25881383394788676,0.7311861660521133,1.0
random,384,0.1,iid,hoeffding,200,0.01,0.19224473002972509,0.7977552699702749,1.0
random,384,0.1,iid,hoeffding,500,0.01,0.12890227287922065,0.8610977271207794,1.0
random,384,0.1,iid,hoeffding,1000,0.009,0.09487383810763891,0.896126161892361,1.0
random,384,0.1,iid,hoeffding,2000,0.0075,0.06962108997220032,0.9228789100277996,1.0
random,384,0.1,iid,hoeffding,5000,0.0114,0.046066219879014554,0.9425337801209854,1.0
random,384,0.1,iid,hoeffding,10000,0.0117,0.03362087186595333,0.9546791281340467,1.0
random,384,0.1,iid,betting,50,0.0,0.06363296508789062,0.8727340698242188,1.0
random,384,0.1,iid,betting,100,0.01,0.0393212890625,0.921357421875,1.0
random,384,0.1,iid,betting,200,0.01,0.0287469482421875,0.942506103515625,1.0
random,384,0.1,iid,betting,500,0.01,0.016760177612304687,0.9664796447753906,1.0
random,384,0.1,iid,betting,1000,0.009,0.011565502166748044,0.9768689956665039,1.0
random,384,0.1,iid,betting,2000,0.0075,0.006976699829101563,0.9842008972167968,0.998154296875
random,384,0.1,iid,betting,5000,0.0114,0.004570388793945312,0.9835616638183594,0.99270244140625
random,384,0.1,iid,betting,10000,0.0117,0.0034571067810058587,0.9845450149536132,0.991459228515625
random,384,0.1,adaptive,hoeffding,50,0.0,0.49509071045660724,0.5049092895433928,1.0
random,384,0.1,adaptive,hoeffding,100,0.014256379604339599,0.3697340484969811,0.6160095718986793,1.0
random,384,0.1,adaptive,hoeffding,200,0.022584562599658967,0.274635328613893,0.702780108786448,1.0
random,384,0.1,adaptive,hoeffding,500,0.017770228803157807,0.18414610411317237,0.7980836670836698,1.0
random,384,0.1,adaptive,hoeffding,1000,0.016243370801210404,0.13553405443948416,0.8482225747593054,1.0
random,384,0.1,adaptive,hoeffding,2000,0.014942692734301091,0.09945869996028617,0.8855986073054127,1.0
random,384,0.1,adaptive,hoeffding,5000,0.013657402412593365,0.06580888554144937,0.9205337120459572,1.0
random,384,0.1,adaptive,hoeffding,10000,0.011925093992985785,0.04802981695136191,0.9400450890556523,1.0
random,384,0.1,adaptive,betting,50,0.0,0.09090423583984375,0.8181915283203125,1.0
random,384,0.1,adaptive,betting,100,0.0142563796043396,0.05614343417116548,0.8877131316576691,1.0
random,384,0.1,adaptive,betting,200,0.02258456259965896,0.04594530078928414,0.9081093984214317,1.0
random,384,0.1,adaptive,betting,500,0.017770228803157807,0.02418551346065023,0.9516289730786995,1.0
random,384,0.1,adaptive,betting,1000,0.0162433708012104,0.016418055274068304,0.9649431161001354,0.997779226648272
random,384,0.1,adaptive,betting,2000,0.014942692734301084,0.010335737975667484,0.9732799438354153,0.9939514197867502
random,384,0.1,adaptive,betting,5000,0.013657402412593368,0.005922427476095723,0.97955258200472,0.9913974369569114
random,384,0.1,adaptive,betting,10000,0.011925093992985794,0.003648996367118096,0.9839678075638699,0.9912658002981061
random,384,0.2,iid,hoeffding,50,0.04,0.34656349731962505,0.613436502680375,1.0
random,384,0.2,iid,hoeffding,100,0.04,0.25881383394788676,0.7011861660521133,1.0
random,384,0.2,iid,hoeffding,200,0.035,0.19224473002972509,0.7727552699702749,1.0
random,384,0.2,iid,hoeffding,500,0.018,0.12890227287922065,0.8530977271207794,1.0
random,384,0.2,iid,hoeffding,1000,0.019,0.09487383810763891,0.886126161892361,1.0
random,384,0.2,iid,hoeffding,2000,0.024,0.06962108997220032,0.9063789100277997,1.0
random,384,0.2,iid,hoeffding,5000,0.029,0.046066219879014554,0.9249337801209855,1.0
random,384,0.2,iid,hoeffding,10000,0.0298,0.03362087186595333,0.9365791281340466,1.0
random,384,0.2,iid,betting,50,0.04,0.105404052734375,0.7891918945312499,1.0
random,384,0.2,iid,betting,100,0.04,0.07325073242187502,0.85349853515625,1.0
random,384,0.2,iid,betting,200,0.035,0.04983182907104493,0.9003363418579101,1.0
random,384,0.2,iid,betting,500,0.018,0.02166533660888672,0.9566693267822266,1.0
random,384,0.2,iid,betting,1000,0.019,0.014932186126708984,0.963613655090332,0.99347802734375
random,384,0.2,iid,betting,2000,0.024,0.009934753417968746,0.9651656494140625,0.98503515625
random,384,0.2,iid,betting,5000,0.029,0.006171230316162103,0.9645623245239258,0.97690478515625
random,384,0.2,iid,betting,10000,0.0298,0.004785728454589843,0.9652702423095703,0.97484169921875
random,384,0.2,adaptive,hoeffding,50,0.06447341799736023,0.49509071045660724,0.4404358715460326,1.0
random,384,0.2,adaptive,hoeffding,100,0.07504799544811248,0.3697340484969811,0.5552179560549064,1.0
random,384,0.2,adaptive,hoeffding,200,0.057440245449543,0.274635328613893,0.667924425936564,1.0
random,384,0.2,adaptive,hoeffding,500,0.03788435191567987,0.18414610411317237,0.7779695439711478,1.0
random,384,0.2,adaptive,hoeffding,1000,0.042846828134861424,0.13553405443948416,0.8216191174256544,1.0
random,384,0.2,adaptive,hoeffding,2000,0.037477386114662295,0.09945869996028617,0.8630639139250516,1.0
random,384,0.2,adaptive,hoeffding,5000,0.032480885869375926,0.06580888554144937,0.9017102285891747,1.0
random,384,0.2,adaptive,hoeffding,10000,0.032198407904770104,0.04802981695136191,0.919771775143868,1.0
random,384,0.2,adaptive,betting,50,0.06447341799736021,0.1447806229265059,0.7104387541469882,1.0
random,384,0.2,adaptive,betting,100,0.07504799544811248,0.09835262460708918,0.8032947507858217,1.0
random,384,0.2,adaptive,betting,200,0.057440245449542994,0.06181841269820324,0.8763631746035935,1.0
random,384,0.2,adaptive,betting,500,0.03788435191567987,0.02849174298740831,0.9342853547946165,0.9912688407694331
random,384,0.2,adaptive,betting,1000,0.04284682813486143,0.021774956455878226,0.9341479783032034,0.9776978912149599
random,384,0.2,adaptive,betting,2000,0.037477386114662295,0.014581219669208657,0.946846909686816,0.9760093490252333
random,384,0.2,adaptive,betting,5000,0.03248088586937592,0.008218561373788586,0.9590832642937404,0.9755203870413175
random,384,0.2,adaptive,betting,10000,0.03219840790477006,0.006342849617502521,0.9612710084338174,0.9739567076688225
random,384,0.5,iid,hoeffding,50,0.24,0.34656349731962505,0.413436502680375,1.0
random,384,0.5,iid,hoeffding,100,0.29,0.25881383394788676,0.45118616605211326,0.9688138339478868
random,384,0.5,iid,hoeffding,200,0.26,0.19224473002972509,0.5477552699702749,0.9322447300297251
random,384,0.5,iid,hoeffding,500,0.286,0.12890227287922065,0.5850977271207793,0.8429022728792207
random,384,0.5,iid,hoeffding,1000,0.276,0.09487383810763891,0.629126161892361,0.8188738381076389
random,384,0.5,iid,hoeffding,2000,0.304,0.06962108997220032,0.6263789100277997,0.7656210899722004
random,384,0.5,iid,hoeffding,5000,0.3006,0.046066219879014554,0.6533337801209855,0.7454662198790145
random,384,0.5,iid,hoeffding,10000,0.2975,0.03362087186595333,0.6688791281340467,0.7361208718659533
random,384,0.5,iid,betting,50,0.24,0.2037702941894531,0.5478329467773437,0.95537353515625
random,384,0.5,iid,betting,100,0.29,0.14224151611328123,0.5613394165039063,0.8458224487304687
random,384,0.5,iid,betting,200,0.26,0.09474006652832032,0.639093475341797,0.8285736083984375
random,384,0.5,iid,betting,500,0.286,0.059708328247070314,0.6530873107910157,0.7725039672851564
random,384,0.5,iid,betting,1000,0.276,0.047351455688476596,0.6741487731933593,0.7688516845703125
random,384,0.5,iid,betting,2000,0.304,0.03166113281249999,0.6642670898437499,0.7275893554687499
random,384,0.5,iid,betting,5000,0.3006,0.021811704254150382,0.6771969100952149,0.7208203186035156
random,384,0.5,iid,betting,10000,0.2975,0.016007862091064418,0.6862817001342774,0.7182974243164062
random,384,0.5,adaptive,hoeffding,50,0.48571407926471755,0.49509071045660724,0.019195210278675212,1.0
random,384,0.5,adaptive,hoeffding,100,0.4428591450170567,0.3697340484969811,0.1874068064859622,0.9268749034799244
random,384,0.5,adaptive,hoeffding,200,0.32857737825942673,0.274635328613893,0.39678729312668026,0.9460579503544663
random,384,0.5,adaptive,hoeffding,500,0.2771453623310704,0.18414610411317237,0.5387085335557572,0.907000741782102
random,384,0.5,adaptive,hoeffding,1000,0.29142988696075534,0.13553405443948416,0.5730360585997605,0.8441041674787289
random,384,0.5,adaptive,hoeffding,2000,0.30999496290717893,0.09945869996028617,0.5905463371325349,0.7894637370531072
random,384,0.5,adaptive,hoeffding,5000,0.30771090314561006,0.06580888554144937,0.6264802113129406,0.7580979823958394
random,384,0.5,adaptive,hoeffding,10000,0.3047362372082537,0.04802981695136191,0.6472339458403844,0.7432935797431082
random,384,0.5,adaptive,betting,50,0.4857140683655825,0.34329067959104914,0.15216862578143353,0.8387499849635318
random,384,0.5,adaptive,betting,100,0.44285913513971564,0.2270807108736343,0.31416464958558643,0.768326071332855
random,384,0.5,adaptive,betting,200,0.3285773707662714,0.12591749298527805,0.5381614777758421,0.7899964637463982
random,384,0.5,adaptive,betting,500,0.277145355859709,0.0633739886315299,0.6651392716906754,0.7918872489537353
random,384,0.5,adaptive,betting,1000,0.29142988021691574,0.04910273925533358,0.6611834381339727,0.7593889166446399
random,384,0.5,adaptive,betting,2000,0.3099949557035319,0.03478335261645138,0.6559712081316337,0.7255379133645364
random,384,0.5,adaptive,betting,5000,0.30771089597261636,0.02517277952187666,0.6672417979667307,0.7175873570104839
random,384,0.5,adaptive,betting,10000,0.3047362300897556,0.019199764025788213,0.6760404536032077,0.7144399816547842
random,256,0.1,iid,hoeffding,50,0.06,0.34656349731962505,0.593436502680375,1.0
random,256,0.1,iid,hoeffding,100,0.05,0.25881383394788676,0.6911861660521132,1.0
random,256,0.1,iid,hoeffding,200,0.055,0.19224473002972509,0.7527552699702749,1.0
random,256,0.1,iid,hoeffding,500,0.064,0.12890227287922065,0.8070977271207793,1.0
random,256,0.1,iid,hoeffding,1000,0.052,0.09487383810763891,0.8531261618923611,1.0
random,256,0.1,iid,hoeffding,2000,0.045,0.06962108997220032,0.8853789100277997,1.0
random,256,0.1,iid,hoeffding,5000,0.048,0.046066219879014554,0.9059337801209855,0.9980662198790146
random,256,0.1,iid,hoeffding,10000,0.0461,0.03362087186595333,0.9202791281340467,0.9875208718659534
random,256,0.1,iid,betting,50,0.06,0.1248125457763672,0.7503749084472656,1.0
random,256,0.1,iid,betting,100,0.05,0.08043575286865236,0.8391284942626953,1.0
random,256,0.1,iid,betting,200,0.055,0.05971431732177732,0.8745893096923829,0.9940179443359375
random,256,0.1,iid,betting,500,0.064,0.03347546386718749,0.899580322265625,0.96653125
random,256,0.1,iid,betting,1000,0.052,0.021757095336914063,0.9236620788574219,0.96717626953125
random,256,0.1,iid,betting,2000,0.045,0.014266300201416011,0.939123649597168,0.96765625
random,256,0.1,iid,betting,5000,0.048,0.010180786132812498,0.940872802734375,0.961234375
random,256,0.1,iid,betting,10000,0.0461,0.007496011352539061,0.9458072204589844,0.9607992431640625
random,256,0.1,adaptive,hoeffding,50,0.05363230228424072,0.49509071045660724,0.451276987259152,1.0
random,256,0.1,adaptive,hoeffding,100,0.04422900021076202,0.3697340484969811,0.5860369512922569,1.0
random,256,0.1,adaptive,hoeffding,200,0.051500505656003955,0.274635328613893,0.673864165730103,1.0
random,256,0.1,adaptive,hoeffding,500,0.04346823355555535,0.18414610411317237,0.7723856623312723,1.0
random,256,0.1,adaptive,hoeffding,1000,0.04167483949661255,0.13553405443948416,0.8227911060639033,1.0
random,256,0.1,adaptive,hoeffding,2000,0.05292698853090406,0.09945869996028617,0.8476143115088097,1.0
random,256,0.1,adaptive,hoeffding,5000,0.051100019398145374,0.06580888554144937,0.8830910950604053,1.0
random,256,0.1,adaptive,hoeffding,10000,0.04909534677262418,0.04802981695136191,0.902874836276014,0.9989344701787377
random,256,0.1,adaptive,betting,50,0.05363230228424072,0.1536291935744157,0.6927416128511685,1.0
random,256,0.1,adaptive,betting,100,0.04422900021076202,0.09170550551056621,0.8165889889788676,1.0
random,256,0.1,adaptive,betting,200,0.05150050565600394,0.06906213392937251,0.861875732141255,1.0
random,256,0.1,adaptive,betting,500,0.04346823355555533,0.037690608138423044,0.9119157867587985,0.9872970030356446
random,256,0.1,adaptive,betting,1000,0.041674839496612555,0.024578563006808905,0.9296289969477012,0.9787861229613191
random,256,0.1,adaptive,betting,2000,0.052926988530904065,0.01804497677021775,0.9271738578869668,0.9632638114274023
random,256,0.1,adaptive,betting,5000,0.05110001939814539,0.011960394694947564,0.9356582968283688,0.9595790862182639
random,256,0.1,adaptive,betting,10000,0.049095346772624227,0.008482607861297484,0.9417903779676883,0.9587555936902832
random,256,0.2,iid,hoeffding,50,0.16,0.34656349731962505,0.493436502680375,1.0
random,256,0.2,iid,hoeffding,100,0.13,0.25881383394788676,0.6111861660521132,1.0
random,256,0.2,iid,hoeffding,200,0.11,0.19224473002972509,0.6977552699702749,1.0
random,256,0.2,iid,hoeffding,500,0.126,0.12890227287922065,0.7450977271207794,1.0
random,256,0.2,iid,hoeffding,1000,0.121,0.09487383810763891,0.7841261618923611,0.973873838107639
random,256,0.2,iid,hoeffding,2000,0.107,0.06962108997220032,0.8233789100277997,0.9626210899722003
random,256,0.2,iid,hoeffding,5000,0.109,0.046066219879014554,0.8449337801209854,0.9370662198790145
random,256,0.2,iid,hoeffding,10000,0.105,0.03362087186595333,0.8613791281340466,0.9286208718659533
random,256,0.2,iid,betting,50,0.16,0.19662857055664062,0.6067428588867188,1.0
random,256,0.2,iid,betting,100,0.13,0.12498970031738282,0.7248362731933593,0.974815673828125
random,256,0.2,iid,betting,200,0.11,0.0780362319946289,0.8002001190185547,0.9562725830078125
random,256,0.2,iid,betting,500,0.126,0.04976399993896483,0.8191149444580078,0.9186429443359375
random,256,0.2,iid,betting,1000,0.121,0.036512451171875,0.838440673828125,0.9114655761718751
random,256,0.2,iid,betting,2000,0.107,0.023861553192138688,0.8661361465454102,0.9138592529296875
random,256,0.2,iid,betting,5000,0.109,0.016923942565917963,0.8729858551025391,0.906833740234375
random,256,0.2,iid,betting,10000,0.105,0.012120933532714859,0.882313003540039,0.9065548706054688
random,256,0.2,adaptive,hoeffding,50,0.0838191819190979,0.49509071045660724,0.4210901076242949,1.0
random,256,0.2,adaptive,hoeffding,100,0.07792140245437622,0.3697340484969811,0.5523445490486427,1.0
random,256,0.2,adaptive,hoeffding,200,0.08804866556078196,0.274635328613893,0.6373160058253251,1.0
random,256,0.2,adaptive,hoeffding,500,0.09149430917017162,0.18414610411317237,0.724359586716656,1.0
random,256,0.2,adaptive,hoeffding,1000,0.10006805142818484,0.13553405443948416,0.7643978941323311,1.0
random,256,0.2,adaptive,hoeffding,2000,0.11594621717537666,0.09945869996028617,0.7845950828643371,0.9835124827849095
random,256,0.2,adaptive,hoeffding,5000,0.10569846513193043,0.06580888554144937,0.8284926493266203,0.960110420409519
random,256,0.2,adaptive,hoeffding,10000,0.10222399466865281,0.04802981695136191,0.8497461883799853,0.945805822282709
random,256,0.2,adaptive,betting,50,0.08381918191909792,0.17571075691960425,0.6485784861607915,1.0
random,256,0.2,adaptive,betting,100,0.07792140245437622,0.12095473700762471,0.7580905259847506,1.0
random,256,0.2,adaptive,betting,200,0.08804866556078195,0.08974957546236952,0.8056684322693675,0.9851675831941066
random,256,0.2,adaptive,betting,500,0.09149430917017162,0.05283629668471533,0.8461566357014982,0.9518292290709289
random,256,0.2,adaptive,betting,1000,0.10006805142818485,0.038858448118992556,0.8548788669723757,0.9325957632103609
random,256,0.2,adaptive,betting,2000,0.11594621717537666,0.028801607169760587,0.8525780974042605,0.9101813117437817
random,256,0.2,adaptive,betting,5000,0.10569846513193028,0.01865700790584078,0.8741867444007319,0.9115007602124133
random,256,0.2,adaptive,betting,10000,0.10222399466865278,0.01322118366994307,0.8838620670255587,0.9103044343654448
random,256,0.5,iid,hoeffding,50,0.46,0.34656349731962505,0.19343650268037493,0.886563497319625
random,256,0.5,iid,hoeffding,100,0.45,0.25881383394788676,0.2911861660521132,0.8088138339478868
random,256,0.5,iid,hoeffding,200,0.465,0.19224473002972509,0.34275526997027495,0.7272447300297251
random,256,0.5,iid,hoeffding,500,0.482,0.12890227287922065,0.3890977271207794,0.6469022728792206
random,256,0.5,iid,hoeffding,1000,0.491,0.09487383810763891,0.41412616189236107,0.603873838107639
random,256,0.5,iid,hoeffding,2000,0.4885,0.06962108997220032,0.44187891002779967,0.5811210899722004
random,256,0.5,iid,hoeffding,5000,0.4786,0.046066219879014554,0.47533378012098537,0.5674662198790146
random,256,0.5,iid,hoeffding,10000,0.4743,0.03362087186595333,0.49207912813404664,0.5593208718659534
random,256,0.5,iid,betting,50,0.46,0.23269775390624997,0.3191830444335938,0.7845785522460937
random,256,0.5,iid,betting,100,0.45,0.15713043212890632,0.39933242797851554,0.7135932922363282
random,256,0.5,iid,betting,200,0.465,0.11171775817871094,0.4260832214355469,0.6495187377929688
random,256,0.5,iid,betting,500,0.482,0.07577020263671874,0.44344897460937505,0.5949893798828125
random,256,0.5,iid,betting,1000,0.491,0.05610367584228515,0.45353005981445316,0.5657374114990235
random,256,0.5,iid,betting,2000,0.4885,0.04196976852416995,0.46970491790771474,0.5536444549560546
random,256,0.5,iid,betting,5000,0.4786,0.026578318786621175,0.4948987884521483,0.5480554260253907
random,256,0.5,iid,betting,10000,0.4743,0.01926429443359373,0.5064803771972657,0.5450089660644531
random,256,0.5,adaptive,hoeffding,50,0.5138547435369386,0.49509071045660724,-0.008945453993545849,0.9812359669196686
random,256,0.5,adaptive,hoeffding,100,0.4855185177003569,0.3697340484969811,0.14474743380266197,0.8842155307966242
random,256,0.5,adaptive,hoeffding,200,0.4285205946424799,0.274635328613893,0.2968440767436271,0.8461147339714131
random,256,0.5,adaptive,hoeffding,500,0.4513750097704541,0.18414610411317237,0.3644788861163736,0.7327710943427183
random,256,0.5,adaptive,hoeffding,1000,0.4645312506400046,0.13553405443948416,0.39993469492051126,0.6710028037994795
random,256,0.5,adaptive,hoeffding,2000,0.46893845275400237,0.09945869996028617,0.4316028472857114,0.6305202472062839
random,256,0.5,adaptive,hoeffding,5000,0.46980114781525456,0.06580888554144937,0.464389966643296,0.5960077377261948
random,256,0.5,adaptive,hoeffding,10000,0.468196394133419,0.04802981695136191,0.48377378891521905,0.5798334228179429
random,256,0.5,adaptive,betting,50,0.5138547340001955,0.34410976733829385,0.1258750737349016,0.8140946084114893
random,256,0.5,adaptive,betting,100,0.48551850748241776,0.22708663812545665,0.2760489458869614,0.7302222221378747
random,256,0.5,adaptive,betting,200,0.42852058544633476,0.15086850108307193,0.4122992636433348,0.7140362658094787
random,256,0.5,adaptive,betting,500,0.4513749999612325,0.1047705653032705,0.4398057322165445,0.6493468628230855
random,256,0.5,adaptive,betting,1000,0.46453124055830464,0.07846299057164413,0.4545706421629757,0.611496623306264
random,256,0.5,adaptive,betting,2000,0.46893844272339225,0.059027342835598184,0.47058663919261745,0.5886413248638138
random,256,0.5,adaptive,betting,5000,0.46980113785617056,0.039927239835607586,0.48950642495473495,0.5693609046259501
random,256,0.5,adaptive,betting,10000,0.4681963842526722,0.029377064566500577,0.5020117080156989,0.5607658371487001
random,128,0.1,iid,hoeffding,50,0.26,0.34656349731962505,0.393436502680375,1.0
random,128,0.1,iid,hoeffding,100,0.24,0.25881383394788676,0.5011861660521133,1.0
random,128,0.1,iid,hoeffding,200,0.275,0.19224473002972509,0.5327552699702749,0.9172447300297251
random,128,0.1,iid,hoeffding,500,0.29,0.12890227287922065,0.5810977271207793,0.8389022728792207
random,128,0.1,iid,hoeffding,1000,0.28,0.09487383810763891,0.625126161892361,0.8148738381076389
random,128,0.1,iid,hoeffding,2000,0.258,0.06962108997220032,0.6723789100277997,0.8116210899722003
random,128,0.1,iid,hoeffding,5000,0.2534,0.046066219879014554,0.7005337801209854,0.7926662198790145
random,128,0.1,iid,hoeffding,10000,0.2509,0.03362087186595333,0.7154791281340467,0.7827208718659533
random,128,0.1,iid,betting,50,0.26,0.2083204650878906,0.5274600219726563,0.9441009521484375
